epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,5211.12,1.23309,1.11986,1.42169,0.75817,0.64637,0.76041,0.41174,1.5126,1.18537,1.71977,0.0082873,0.0082873,0.0082873
175,5242.02,1.23236,1.10743,1.41144,0.7051,0.65507,0.74464,0.40305,1.50112,1.23391,1.72902,0.0082774,0.0082774,0.0082774
176,5272.68,1.24606,1.11634,1.42012,0.74841,0.68339,0.77052,0.41014,1.55227,1.18968,1.74104,0.0082675,0.0082675,0.0082675
177,5302.74,1.23891,1.1144,1.4279,0.69428,0.69393,0.76027,0.40971,1.54118,1.21123,1.74082,0.0082576,0.0082576,0.0082576
178,5332.28,1.24427,1.12986,1.42663,0.69728,0.67239,0.75982,0.40605,1.57059,1.18946,1.74287,0.0082477,0.0082477,0.0082477
179,5361.8,1.25365,1.11787,1.42582,0.70485,0.70649,0.76038,0.40798,1.54769,1.18359,1.73587,0.0082378,0.0082378,0.0082378
180,5390.98,1.22871,1.11902,1.41809,0.74581,0.67512,0.76701,0.41593,1.52526,1.17606,1.71899,0.0082279,0.0082279,0.0082279
181,5420.19,1.23196,1.10897,1.41441,0.67169,0.67705,0.73371,0.40396,1.52465,1.20613,1.70014,0.008218,0.008218,0.008218
182,5449.32,1.23849,1.08052,1.41417,0.68827,0.67999,0.73799,0.3847,1.59447,1.20293,1.76219,0.0082081,0.0082081,0.0082081
183,5480.05,1.20849,1.09366,1.40097,0.75403,0.65077,0.75452,0.40569,1.55337,1.17259,1.75364,0.0081982,0.0081982,0.0081982
184,5510.8,1.2519,1.11801,1.44089,0.72155,0.66725,0.75609,0.40935,1.50693,1.17773,1.71853,0.0081883,0.0081883,0.0081883
185,5541.03,1.20962,1.08035,1.40578,0.63122,0.70565,0.73877,0.40349,1.53239,1.2133,1.75521,0.0081784,0.0081784,0.0081784
186,5572.29,1.23377,1.08542,1.40668,0.62061,0.69961,0.74003,0.40404,1.53596,1.21829,1.73462,0.0081685,0.0081685,0.0081685
187,5602.19,1.21892,1.08996,1.40418,0.6726,0.68356,0.73966,0.39817,1.54415,1.24894,1.76432,0.0081586,0.0081586,0.0081586
188,5631.67,1.22799,1.09242,1.41238,0.74983,0.69086,0.77289,0.41381,1.5534,1.19842,1.75677,0.0081487,0.0081487,0.0081487
189,5661.07,1.22482,1.07166,1.40227,0.72717,0.65461,0.75336,0.41083,1.5388,1.20563,1.74312,0.0081388,0.0081388,0.0081388
190,5691.03,1.23658,1.10582,1.42637,0.77528,0.65244,0.76175,0.41089,1.54463,1.18715,1.7462,0.0081289,0.0081289,0.0081289
191,5721.76,1.2386,1.10663,1.42003,0.77892,0.63927,0.76272,0.41125,1.54372,1.20086,1.73711,0.008119,0.008119,0.008119
192,5752.54,1.22598,1.09715,1.41677,0.69652,0.70294,0.77296,0.4113,1.54413,1.17832,1.74077,0.0081091,0.0081091,0.0081091
193,5782.86,1.23115,1.11178,1.41849,0.72085,0.68717,0.76449,0.41384,1.52347,1.20793,1.72297,0.0080992,0.0080992,0.0080992
194,5813,1.2302,1.1039,1.41562,0.69551,0.70945,0.75755,0.41648,1.51069,1.18857,1.7202,0.0080893,0.0080893,0.0080893
195,5841.95,1.22504,1.08537,1.42221,0.752,0.67619,0.76891,0.42467,1.50372,1.17205,1.71659,0.0080794,0.0080794,0.0080794
196,5871.01,1.21925,1.0875,1.40121,0.67076,0.70619,0.75256,0.41001,1.54342,1.1859,1.7316,0.0080695,0.0080695,0.0080695
197,5900.11,1.22897,1.09225,1.40934,0.67194,0.70509,0.75643,0.39656,1.55722,1.21141,1.74956,0.0080596,0.0080596,0.0080596
198,5929.23,1.22547,1.07759,1.41706,0.71966,0.71241,0.77069,0.40167,1.56421,1.17977,1.75524,0.0080497,0.0080497,0.0080497
199,5960.12,1.22414,1.08445,1.40331,0.6969,0.70049,0.75319,0.40422,1.55741,1.16742,1.74166,0.0080398,0.0080398,0.0080398
200,5990.84,1.21694,1.05974,1.41032,0.71355,0.6962,0.76371,0.39925,1.60138,1.16841,1.77548,0.0080299,0.0080299,0.0080299
201,6020.93,1.21078,1.06189,1.39635,0.72552,0.71104,0.77169,0.41314,1.57978,1.16892,1.77671,0.00802,0.00802,0.00802
202,6051.52,1.2142,1.06479,1.40211,0.70804,0.72644,0.76784,0.40395,1.57672,1.16797,1.7647,0.0080101,0.0080101,0.0080101
203,6081.35,1.20325,1.06281,1.38574,0.76202,0.66599,0.77665,0.41604,1.54638,1.15068,1.75161,0.0080002,0.0080002,0.0080002
204,6110.97,1.23384,1.10043,1.41904,0.73009,0.68484,0.76615,0.41653,1.52798,1.1622,1.73681,0.0079903,0.0079903,0.0079903
205,6140.2,1.22224,1.08847,1.40654,0.71491,0.7002,0.76012,0.40395,1.54413,1.20398,1.74059,0.0079804,0.0079804,0.0079804
206,6169.12,1.21292,1.0714,1.40084,0.70903,0.71013,0.74867,0.39699,1.54764,1.19789,1.75495,0.0079705,0.0079705,0.0079705
207,6199.44,1.22013,1.07751,1.4017,0.7054,0.68272,0.75654,0.4036,1.56616,1.19886,1.76217,0.0079606,0.0079606,0.0079606
208,6230.39,1.194,1.05915,1.39868,0.72977,0.65113,0.75109,0.4055,1.56331,1.1933,1.77197,0.0079507,0.0079507,0.0079507
209,6260.4,1.21275,1.07629,1.40003,0.71664,0.6757,0.76237,0.41016,1.55367,1.18091,1.75834,0.0079408,0.0079408,0.0079408
210,6290.64,1.20336,1.04718,1.38919,0.72344,0.69881,0.76338,0.41476,1.54266,1.16117,1.75042,0.0079309,0.0079309,0.0079309
211,6320.59,1.19528,1.07111,1.39331,0.78388,0.68777,0.77177,0.41569,1.52908,1.17356,1.73658,0.007921,0.007921,0.007921
212,6349.83,1.22289,1.09939,1.41021,0.7686,0.66795,0.75597,0.411,1.54464,1.19362,1.73734,0.0079111,0.0079111,0.0079111
213,6379.13,1.20843,1.06625,1.39531,0.73782,0.69466,0.7701,0.41346,1.53894,1.19076,1.74879,0.0079012,0.0079012,0.0079012
214,6408.44,1.2293,1.10254,1.41259,0.73791,0.65383,0.75717,0.40766,1.56892,1.19711,1.7716,0.0078913,0.0078913,0.0078913
215,6439.19,1.22261,1.07292,1.40755,0.73485,0.67324,0.75547,0.40299,1.5473,1.2016,1.75178,0.0078814,0.0078814,0.0078814
216,6470.16,1.21538,1.05669,1.39811,0.70753,0.69768,0.7527,0.40297,1.52459,1.18244,1.74017,0.0078715,0.0078715,0.0078715
217,6499.84,1.19644,1.06429,1.39745,0.79583,0.65453,0.76432,0.40108,1.5464,1.17511,1.76568,0.0078616,0.0078616,0.0078616
218,6529.65,1.19446,1.05195,1.38194,0.69413,0.70558,0.77323,0.40578,1.54654,1.1947,1.75561,0.0078517,0.0078517,0.0078517
219,6558.41,1.20093,1.03802,1.388,0.72786,0.67067,0.76567,0.39905,1.57319,1.22325,1.7673,0.0078418,0.0078418,0.0078418
220,6587.61,1.21097,1.07276,1.39069,0.7312,0.67978,0.76856,0.4034,1.56664,1.17999,1.75635,0.0078319,0.0078319,0.0078319
221,6616.62,1.19993,1.04619,1.38972,0.72203,0.69627,0.76111,0.39726,1.57592,1.19853,1.76559,0.007822,0.007822,0.007822
222,6645.53,1.21234,1.068,1.38507,0.71825,0.69813,0.76264,0.41016,1.54902,1.19739,1.75349,0.0078121,0.0078121,0.0078121
223,6674.72,1.18819,1.04128,1.38488,0.68598,0.7098,0.75464,0.41237,1.53982,1.19324,1.73895,0.0078022,0.0078022,0.0078022
224,6706.02,1.19917,1.0446,1.39446,0.6629,0.71606,0.75782,0.39827,1.56008,1.20107,1.75404,0.0077923,0.0077923,0.0077923
225,6735.93,1.18926,1.04376,1.38127,0.77907,0.69266,0.7719,0.4116,1.54081,1.16394,1.75284,0.0077824,0.0077824,0.0077824
226,6766.29,1.20294,1.06397,1.38727,0.71198,0.6913,0.75755,0.41258,1.57239,1.20293,1.75425,0.0077725,0.0077725,0.0077725
227,6796.27,1.20112,1.03912,1.39231,0.72613,0.68568,0.77304,0.40807,1.56605,1.2132,1.75859,0.0077626,0.0077626,0.0077626
228,6825.67,1.18905,1.05728,1.39015,0.73433,0.67777,0.76506,0.39862,1.59853,1.21256,1.77477,0.0077527,0.0077527,0.0077527
229,6854.7,1.20163,1.05929,1.39215,0.72686,0.69779,0.75438,0.40068,1.58681,1.20465,1.76547,0.0077428,0.0077428,0.0077428
230,6883.72,1.19368,1.03687,1.38416,0.74305,0.69949,0.77019,0.41142,1.56657,1.19669,1.75372,0.0077329,0.0077329,0.0077329
231,6912.73,1.19084,1.05969,1.37857,0.70377,0.69764,0.77404,0.41392,1.57758,1.17329,1.75513,0.007723,0.007723,0.007723
232,6944.19,1.19926,1.0494,1.39002,0.70679,0.71167,0.77024,0.40836,1.587,1.19538,1.77148,0.0077131,0.0077131,0.0077131
233,6974,1.19724,1.0523,1.38643,0.69186,0.7229,0.76243,0.40541,1.58507,1.20025,1.78147,0.0077032,0.0077032,0.0077032
234,7004.38,1.19491,1.03893,1.38308,0.73845,0.67739,0.76052,0.40718,1.57305,1.165,1.77183,0.0076933,0.0076933,0.0076933
235,7034.31,1.1978,1.02952,1.3872,0.74586,0.67042,0.76313,0.41307,1.55683,1.17142,1.74174,0.0076834,0.0076834,0.0076834
236,7063.86,1.18693,1.05141,1.3816,0.68703,0.70121,0.75007,0.40793,1.57208,1.1791,1.73649,0.0076735,0.0076735,0.0076735
237,7093.22,1.1858,1.04484,1.37723,0.75148,0.67015,0.76757,0.40268,1.5744,1.17531,1.74873,0.0076636,0.0076636,0.0076636
238,7122.21,1.19299,1.02826,1.38685,0.69253,0.68028,0.75223,0.40803,1.56644,1.2003,1.7548,0.0076537,0.0076537,0.0076537
239,7152.05,1.18284,1.02155,1.37591,0.68893,0.71992,0.75049,0.40533,1.56841,1.17981,1.74697,0.0076438,0.0076438,0.0076438
240,7183.74,1.17833,1.01809,1.37345,0.74413,0.68112,0.75538,0.41046,1.54682,1.22181,1.73478,0.0076339,0.0076339,0.0076339
241,7213.41,1.17951,1.02058,1.36915,0.73062,0.69976,0.76643,0.39927,1.58078,1.21502,1.76158,0.007624,0.007624,0.007624
242,7244.34,1.18411,1.0311,1.37119,0.75961,0.67759,0.75702,0.40163,1.58539,1.20449,1.75726,0.0076141,0.0076141,0.0076141
243,7274.53,1.1682,1.01316,1.36791,0.7343,0.6861,0.75798,0.40674,1.5652,1.20578,1.75528,0.0076042,0.0076042,0.0076042
244,7304.27,1.18884,1.03563,1.37861,0.74362,0.66963,0.75457,0.40922,1.56637,1.19371,1.75764,0.0075943,0.0075943,0.0075943
245,7333.44,1.17672,1.0082,1.36896,0.74857,0.66271,0.7631,0.41024,1.57076,1.20111,1.77312,0.0075844,0.0075844,0.0075844
246,7362.54,1.18447,1.00373,1.37602,0.76146,0.66303,0.76981,0.41009,1.5672,1.20416,1.74753,0.0075745,0.0075745,0.0075745
247,7392.64,1.16845,1.00487,1.36302,0.72647,0.6728,0.77111,0.40955,1.57672,1.20675,1.75792,0.0075646,0.0075646,0.0075646
248,7424.22,1.14803,0.9914,1.35429,0.69365,0.73504,0.77633,0.4178,1.55709,1.17597,1.76106,0.0075547,0.0075547,0.0075547
249,7454.24,1.17772,0.99919,1.37046,0.72469,0.70134,0.76781,0.41931,1.54992,1.17274,1.75176,0.0075448,0.0075448,0.0075448
250,7484.08,1.1744,0.99523,1.36551,0.71112,0.72103,0.75817,0.41099,1.54001,1.1712,1.73672,0.0075349,0.0075349,0.0075349
251,7514.23,1.20081,1.03194,1.38194,0.72106,0.70407,0.7574,0.41278,1.55467,1.20516,1.76904,0.007525,0.007525,0.007525
252,7543.62,1.18221,1.02542,1.37788,0.8463,0.65913,0.78339,0.41468,1.556,1.17662,1.77461,0.0075151,0.0075151,0.0075151
253,7572.8,1.17244,1.02607,1.37795,0.81252,0.67576,0.78307,0.41064,1.55621,1.17811,1.76668,0.0075052,0.0075052,0.0075052
254,7601.82,1.1806,1.00632,1.36793,0.77074,0.68253,0.77886,0.41546,1.56259,1.17519,1.77175,0.0074953,0.0074953,0.0074953
255,7632.04,1.18812,1.02371,1.37258,0.76231,0.66643,0.76926,0.41112,1.55571,1.20726,1.76046,0.0074854,0.0074854,0.0074854
256,7663.51,1.15805,0.98603,1.35557,0.74768,0.70524,0.77254,0.41651,1.55426,1.17976,1.75982,0.0074755,0.0074755,0.0074755
257,7693.44,1.1885,1.03153,1.37942,0.7786,0.68937,0.78108,0.41868,1.55447,1.17284,1.75045,0.0074656,0.0074656,0.0074656
258,7724.14,1.16183,0.99916,1.36402,0.77912,0.70807,0.79315,0.42342,1.55166,1.14067,1.73929,0.0074557,0.0074557,0.0074557
259,7754.49,1.17268,1.00668,1.36502,0.72889,0.72223,0.78315,0.41991,1.537,1.14654,1.73301,0.0074458,0.0074458,0.0074458
260,7783.38,1.16419,0.99142,1.36455,0.78418,0.6959,0.78841,0.42045,1.54942,1.15277,1.74238,0.0074359,0.0074359,0.0074359
261,7812.66,1.15118,1.00413,1.34909,0.7561,0.72503,0.79427,0.42434,1.53849,1.15453,1.72986,0.007426,0.007426,0.007426
262,7841.52,1.17532,1.00012,1.37051,0.69006,0.71991,0.77005,0.41139,1.54536,1.16553,1.7435,0.0074161,0.0074161,0.0074161
263,7871.57,1.16567,1.00417,1.36115,0.7109,0.70304,0.76714,0.40865,1.56736,1.1898,1.75155,0.0074062,0.0074062,0.0074062
264,7902.76,1.16411,0.99561,1.35971,0.7107,0.70176,0.77459,0.41241,1.55376,1.17377,1.74816,0.0073963,0.0073963,0.0073963
265,7932.18,1.16793,1.00022,1.36307,0.72552,0.70341,0.77921,0.42248,1.54752,1.17293,1.75591,0.0073864,0.0073864,0.0073864
266,7962.59,1.15872,1.00835,1.35544,0.72519,0.6956,0.76124,0.41248,1.55971,1.18421,1.76496,0.0073765,0.0073765,0.0073765
267,7993.5,1.15385,0.97919,1.35636,0.755,0.6859,0.76875,0.4111,1.57282,1.20202,1.7797,0.0073666,0.0073666,0.0073666
268,8022.61,1.1505,0.97803,1.35309,0.75381,0.6859,0.77293,0.40934,1.56235,1.17885,1.76777,0.0073567,0.0073567,0.0073567
269,8052.1,1.15588,0.98422,1.35061,0.75105,0.69734,0.7774,0.41454,1.55837,1.14745,1.76306,0.0073468,0.0073468,0.0073468
270,8081.08,1.15785,0.99135,1.3562,0.761,0.70523,0.77899,0.42166,1.56973,1.14768,1.77088,0.0073369,0.0073369,0.0073369
271,8110.9,1.17282,1.00787,1.36769,0.75969,0.69708,0.76861,0.4122,1.57733,1.17744,1.78895,0.007327,0.007327,0.007327
272,8142.01,1.15496,0.9946,1.35116,0.74688,0.68592,0.76155,0.41258,1.57594,1.17256,1.78749,0.0073171,0.0073171,0.0073171
273,8171.24,1.15359,0.98562,1.3563,0.7217,0.6861,0.76019,0.40862,1.57668,1.18423,1.80287,0.0073072,0.0073072,0.0073072
274,8201.57,1.15096,0.98782,1.35172,0.73968,0.67267,0.76424,0.40991,1.56076,1.18345,1.7845,0.0072973,0.0072973,0.0072973
275,8231.29,1.15726,0.9812,1.3564,0.72958,0.70368,0.75673,0.40688,1.56862,1.17287,1.77534,0.0072874,0.0072874,0.0072874
276,8260.5,1.15408,0.97475,1.34846,0.71957,0.69548,0.76275,0.40675,1.57364,1.17416,1.77968,0.0072775,0.0072775,0.0072775
277,8289.78,1.14999,0.97927,1.34702,0.76573,0.70758,0.77726,0.4196,1.5689,1.14022,1.77677,0.0072676,0.0072676,0.0072676
278,8318.85,1.16298,0.99726,1.35293,0.74654,0.69816,0.76757,0.41532,1.55854,1.15226,1.77514,0.0072577,0.0072577,0.0072577
279,8348.38,1.155,0.97579,1.35384,0.73677,0.69581,0.76101,0.41344,1.55129,1.14061,1.7623,0.0072478,0.0072478,0.0072478
280,8380.02,1.14542,0.98582,1.3473,0.74609,0.71033,0.774,0.41122,1.56686,1.14289,1.77514,0.0072379,0.0072379,0.0072379
281,8409.6,1.14359,0.97969,1.34438,0.72243,0.72169,0.77294,0.40942,1.57068,1.13798,1.76845,0.007228,0.007228,0.007228
282,8440.13,1.14916,0.97699,1.35192,0.71953,0.71051,0.75888,0.40957,1.56646,1.14189,1.76797,0.0072181,0.0072181,0.0072181
283,8470.5,1.1574,0.98136,1.3472,0.68194,0.71125,0.7505,0.40916,1.56938,1.13375,1.77769,0.0072082,0.0072082,0.0072082
284,8499.98,1.14627,0.95785,1.34122,0.71877,0.6777,0.73901,0.39848,1.57852,1.15276,1.78374,0.0071983,0.0071983,0.0071983
285,8529.3,1.13478,0.95229,1.33762,0.73851,0.68742,0.7512,0.40112,1.57322,1.15628,1.77294,0.0071884,0.0071884,0.0071884
286,8558.39,1.13729,0.9768,1.34673,0.76465,0.66474,0.75967,0.41159,1.5622,1.1579,1.77637,0.0071785,0.0071785,0.0071785
287,8587.78,1.14932,0.96671,1.34702,0.76354,0.68993,0.7712,0.41535,1.54923,1.13765,1.75415,0.0071686,0.0071686,0.0071686
288,8619.7,1.15403,0.97402,1.34257,0.76054,0.68962,0.77355,0.41648,1.56541,1.14241,1.76604,0.0071587,0.0071587,0.0071587
289,8649.28,1.13785,0.95258,1.34259,0.75808,0.70876,0.77976,0.42996,1.56549,1.13173,1.76367,0.0071488,0.0071488,0.0071488
290,8679.93,1.1495,0.97924,1.3442,0.73735,0.71327,0.78107,0.43463,1.53966,1.12612,1.7456,0.0071389,0.0071389,0.0071389
291,8709.09,1.14145,0.97543,1.34235,0.74309,0.68323,0.78042,0.43018,1.54668,1.14559,1.73778,0.007129,0.007129,0.007129
292,8738.43,1.13576,0.96002,1.34559,0.68796,0.71882,0.77042,0.42751,1.55229,1.14943,1.75681,0.0071191,0.0071191,0.0071191
293,8767.71,1.14109,0.96294,1.33673,0.69351,0.73199,0.76626,0.40825,1.56643,1.16106,1.768,0.0071092,0.0071092,0.0071092
294,8796.73,1.14113,0.97442,1.33877,0.72603,0.70883,0.76381,0.40441,1.58078,1.17444,1.78836,0.0070993,0.0070993,0.0070993
295,8826.29,1.15012,0.95363,1.34973,0.72562,0.72392,0.77082,0.41335,1.55323,1.17126,1.75991,0.0070894,0.0070894,0.0070894
296,8857.48,1.16065,0.98508,1.36014,0.73426,0.72578,0.77563,0.42082,1.54894,1.14603,1.7554,0.0070795,0.0070795,0.0070795
297,8887.31,1.12629,0.96635,1.33787,0.78591,0.68592,0.77957,0.42438,1.55206,1.14354,1.76223,0.0070696,0.0070696,0.0070696
298,8918.13,1.14837,0.96336,1.3527,0.75809,0.69833,0.78222,0.42777,1.55761,1.12119,1.76422,0.0070597,0.0070597,0.0070597
299,8948.74,1.13174,0.97008,1.34091,0.78089,0.69318,0.78264,0.42315,1.55256,1.1289,1.7521,0.0070498,0.0070498,0.0070498
300,8977.88,1.12714,0.94956,1.334,0.79425,0.69958,0.78146,0.41611,1.55748,1.1555,1.76182,0.0070399,0.0070399,0.0070399
301,9007.23,1.1291,0.9536,1.33103,0.75578,0.69514,0.76945,0.41705,1.56807,1.1682,1.76365,0.00703,0.00703,0.00703
302,9036.5,1.13645,0.96549,1.33533,0.7455,0.67807,0.76742,0.41293,1.5777,1.15624,1.77989,0.0070201,0.0070201,0.0070201
303,9065.69,1.12981,0.94752,1.34445,0.75673,0.66392,0.76638,0.4111,1.59072,1.16186,1.78595,0.0070102,0.0070102,0.0070102
304,9098.03,1.14355,0.95109,1.33691,0.77208,0.66567,0.76217,0.41102,1.57586,1.17047,1.77143,0.0070003,0.0070003,0.0070003
305,9127.62,1.12831,0.94696,1.33209,0.74542,0.683,0.75886,0.41486,1.58757,1.16145,1.78743,0.0069904,0.0069904,0.0069904
306,9158.05,1.12156,0.93445,1.32892,0.73359,0.70009,0.75933,0.417,1.57093,1.14598,1.77137,0.0069805,0.0069805,0.0069805
307,9186.86,1.11661,0.94788,1.32017,0.72427,0.69506,0.75599,0.41258,1.56432,1.15398,1.76202,0.0069706,0.0069706,0.0069706
308,9215.97,1.15009,0.95868,1.34364,0.75949,0.65862,0.75536,0.4082,1.57692,1.15361,1.76477,0.0069607,0.0069607,0.0069607
309,9245,1.12122,0.94205,1.3288,0.75939,0.67768,0.75543,0.40697,1.57927,1.17539,1.77891,0.0069508,0.0069508,0.0069508
310,9274.05,1.12324,0.94214,1.33097,0.74143,0.68325,0.75872,0.40918,1.57113,1.15808,1.771,0.0069409,0.0069409,0.0069409
311,9303.05,1.13491,0.94338,1.33754,0.77214,0.65158,0.75874,0.40224,1.57643,1.1757,1.77199,0.006931,0.006931,0.006931
312,9335.42,1.12879,0.95219,1.33069,0.75765,0.67515,0.76663,0.40936,1.57299,1.16032,1.77145,0.0069211,0.0069211,0.0069211
313,9365.02,1.12941,0.94251,1.33132,0.72085,0.70714,0.76715,0.41033,1.57127,1.17294,1.7713,0.0069112,0.0069112,0.0069112
314,9395.33,1.10998,0.92424,1.31736,0.71687,0.7038,0.7633,0.40833,1.58878,1.19492,1.78322,0.0069013,0.0069013,0.0069013
315,9424.57,1.12077,0.93807,1.32147,0.73834,0.70023,0.77182,0.41284,1.57873,1.17887,1.78261,0.0068914,0.0068914,0.0068914
316,9453.4,1.11882,0.92964,1.3203,0.74617,0.70319,0.76787,0.40951,1.58533,1.17821,1.78519,0.0068815,0.0068815,0.0068815
317,9482.61,1.13272,0.92224,1.32723,0.73855,0.72103,0.77621,0.4149,1.58494,1.16623,1.78747,0.0068716,0.0068716,0.0068716
318,9511.46,1.11712,0.93928,1.32457,0.76035,0.71121,0.78195,0.42233,1.57705,1.15598,1.78603,0.0068617,0.0068617,0.0068617
319,9540.36,1.12886,0.93894,1.33118,0.72243,0.72446,0.77523,0.42336,1.57688,1.15218,1.7835,0.0068518,0.0068518,0.0068518
320,9570.12,1.1167,0.94593,1.33226,0.71658,0.72129,0.77248,0.42628,1.57839,1.15084,1.78313,0.0068419,0.0068419,0.0068419
321,9599.79,1.11854,0.93364,1.32451,0.74299,0.70765,0.76877,0.42264,1.57243,1.15948,1.77473,0.006832,0.006832,0.006832
322,9630.01,1.12686,0.9181,1.32798,0.76122,0.69484,0.77267,0.42115,1.56279,1.16644,1.77301,0.0068221,0.0068221,0.0068221
323,9660.52,1.10985,0.92686,1.31672,0.78108,0.67628,0.77823,0.41962,1.57424,1.15199,1.77472,0.0068122,0.0068122,0.0068122
324,9689.6,1.1215,0.93422,1.32591,0.80573,0.67256,0.77294,0.4196,1.56655,1.15722,1.78402,0.0068023,0.0068023,0.0068023
325,9719.29,1.11195,0.94059,1.32324,0.78514,0.68344,0.77147,0.42087,1.56074,1.16905,1.78475,0.0067924,0.0067924,0.0067924
326,9748.07,1.09715,0.92125,1.31747,0.78547,0.68,0.77592,0.42308,1.5622,1.1659,1.79308,0.0067825,0.0067825,0.0067825
327,9777.02,1.11115,0.92505,1.32743,0.7778,0.6798,0.77075,0.42059,1.55483,1.15805,1.78601,0.0067726,0.0067726,0.0067726
328,9808.17,1.1091,0.91068,1.31018,0.84348,0.66455,0.77533,0.42345,1.56302,1.15834,1.78551,0.0067627,0.0067627,0.0067627
329,9838.11,1.09974,0.91344,1.31199,0.82375,0.65741,0.77097,0.42126,1.57554,1.16342,1.78658,0.0067528,0.0067528,0.0067528
330,9868.31,1.11234,0.9404,1.3245,0.78446,0.66297,0.76213,0.41487,1.58154,1.1628,1.79016,0.0067429,0.0067429,0.0067429
331,9899,1.09801,0.90603,1.31917,0.72667,0.71615,0.76981,0.41463,1.58227,1.16236,1.79511,0.006733,0.006733,0.006733
332,9928.26,1.10725,0.92356,1.31095,0.71762,0.71274,0.7631,0.41215,1.59597,1.16614,1.81059,0.0067231,0.0067231,0.0067231
333,9957.25,1.11513,0.92007,1.31253,0.75536,0.6974,0.76872,0.41853,1.58971,1.15504,1.79403,0.0067132,0.0067132,0.0067132
334,9986.66,1.10188,0.90356,1.30518,0.78525,0.68547,0.76945,0.42242,1.56977,1.15519,1.78006,0.0067033,0.0067033,0.0067033
335,10016,1.10421,0.91062,1.30937,0.78909,0.67781,0.77173,0.42587,1.56335,1.14871,1.7757,0.0066934,0.0066934,0.0066934
336,10047.6,1.11431,0.936,1.31981,0.78383,0.68285,0.7755,0.42414,1.57753,1.16067,1.78206,0.0066835,0.0066835,0.0066835
337,10077.5,1.104,0.93185,1.31446,0.7255,0.7192,0.77287,0.41795,1.57612,1.1591,1.78087,0.0066736,0.0066736,0.0066736
338,10107.7,1.11464,0.91586,1.31771,0.75608,0.70208,0.78177,0.42155,1.56093,1.15205,1.76231,0.0066637,0.0066637,0.0066637
339,10137.4,1.09809,0.92981,1.32201,0.70919,0.72806,0.77261,0.42533,1.55218,1.14656,1.76214,0.0066538,0.0066538,0.0066538
340,10167.3,1.08691,0.9144,1.3047,0.82113,0.63059,0.76564,0.42491,1.55386,1.14599,1.76016,0.0066439,0.0066439,0.0066439
341,10196.8,1.09089,0.92156,1.30915,0.74,0.69733,0.76859,0.42407,1.56318,1.14478,1.76644,0.006634,0.006634,0.006634
342,10225.8,1.09768,0.90293,1.31246,0.74391,0.70102,0.76888,0.42436,1.56002,1.13703,1.76284,0.0066241,0.0066241,0.0066241
343,10255.1,1.09018,0.89593,1.30569,0.75474,0.69504,0.77249,0.4286,1.54458,1.1406,1.75159,0.0066142,0.0066142,0.0066142
344,10287.3,1.10586,0.9102,1.30896,0.76749,0.70422,0.77435,0.4259,1.54701,1.14308,1.75488,0.0066043,0.0066043,0.0066043
345,10316.9,1.0858,0.90072,1.29957,0.75405,0.71705,0.77952,0.4266,1.56318,1.149,1.76964,0.0065944,0.0065944,0.0065944
346,10347.2,1.10591,0.89235,1.30972,0.75406,0.71694,0.78349,0.42561,1.56474,1.14823,1.77016,0.0065845,0.0065845,0.0065845
347,10377.4,1.10023,0.91165,1.31363,0.76322,0.70745,0.78046,0.42267,1.56471,1.14841,1.77233,0.0065746,0.0065746,0.0065746
348,10407,1.09667,0.91035,1.29919,0.77142,0.69508,0.77764,0.42316,1.55843,1.15801,1.7683,0.0065647,0.0065647,0.0065647
349,10436.8,1.10102,0.91368,1.30897,0.73367,0.7129,0.77259,0.42475,1.56126,1.16124,1.77056,0.0065548,0.0065548,0.0065548
350,10466,1.09571,0.88465,1.30401,0.71017,0.72255,0.76524,0.42402,1.55214,1.15674,1.76249,0.0065449,0.0065449,0.0065449
351,10495.2,1.08975,0.91205,1.3039,0.71705,0.72934,0.77402,0.42615,1.55916,1.14269,1.7676,0.006535,0.006535,0.006535
352,10526.8,1.07259,0.89708,1.29797,0.71909,0.7278,0.77499,0.42869,1.56507,1.13178,1.77553,0.0065251,0.0065251,0.0065251
353,10557,1.09567,0.911,1.31172,0.75041,0.71144,0.78278,0.42867,1.56639,1.12843,1.77064,0.0065152,0.0065152,0.0065152
354,10586.5,1.09038,0.90134,1.29947,0.7397,0.71958,0.78328,0.4335,1.56804,1.12462,1.77333,0.0065053,0.0065053,0.0065053
355,10616.9,1.07316,0.88603,1.30022,0.72238,0.73329,0.78819,0.42644,1.57231,1.12691,1.77913,0.0064954,0.0064954,0.0064954
356,10646.3,1.08077,0.88763,1.29752,0.72224,0.73458,0.78477,0.42933,1.56302,1.12739,1.77513,0.0064855,0.0064855,0.0064855
357,10675.9,1.09485,0.90352,1.29856,0.73741,0.71493,0.78321,0.42979,1.55941,1.12527,1.7737,0.0064756,0.0064756,0.0064756
358,10704.9,1.08486,0.89759,1.30352,0.74178,0.72248,0.78688,0.43095,1.5558,1.11809,1.76702,0.0064657,0.0064657,0.0064657
359,10734,1.0916,0.88034,1.29294,0.74116,0.71682,0.78335,0.42975,1.56377,1.12184,1.76385,0.0064558,0.0064558,0.0064558
